"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 26 10:46:26 GMT 2024","Sun May 26 10:46:26 GMT 2024","69","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create Build Configuration with different parameters: negative tests",""
"passed","Sun May 26 10:47:29 GMT 2024","Sun May 26 10:47:29 GMT 2024","56","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create Build Configuration with different parameters: negative tests",""
"passed","Sun May 26 10:45:40 GMT 2024","Sun May 26 10:46:05 GMT 2024","25029","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setUpAgentTest","setUpAgentTest",""
"passed","Sun May 26 10:47:29 GMT 2024","Sun May 26 10:47:29 GMT 2024","51","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create Build Configuration with different parameters: negative tests",""
"passed","Sun May 26 10:47:26 GMT 2024","Sun May 26 10:47:26 GMT 2024","75","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create Build Configuration with different parameters: positive tests",""
"passed","Sun May 26 10:47:28 GMT 2024","Sun May 26 10:47:29 GMT 2024","81","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create Build Configuration with different parameters: negative tests",""
"failed","Sun May 26 10:47:30 GMT 2024","Sun May 26 10:47:30 GMT 2024","94","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create Build Configuration with different parameters: negative tests",""
"passed","Sun May 26 10:47:24 GMT 2024","Sun May 26 10:47:24 GMT 2024","84","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create Build Configuration with different parameters: positive tests",""
"passed","Sun May 26 10:43:34 GMT 2024","Sun May 26 10:44:30 GMT 2024","56168","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Sun May 26 10:46:23 GMT 2024","Sun May 26 10:46:23 GMT 2024","142","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create Build Configuration with different parameters: positive tests",""
