"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 10:22:27 GMT 2024","Sat Jun 01 10:22:27 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:23:36 GMT 2024","Sat Jun 01 10:23:37 GMT 2024","78","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:23:44 GMT 2024","Sat Jun 01 10:23:44 GMT 2024","9","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sat Jun 01 10:23:42 GMT 2024","Sat Jun 01 10:23:42 GMT 2024","24","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:22:19 GMT 2024","Sat Jun 01 10:22:19 GMT 2024","219","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:22:17 GMT 2024","Sat Jun 01 10:22:17 GMT 2024","177","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sat Jun 01 10:22:24 GMT 2024","Sat Jun 01 10:22:24 GMT 2024","162","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:23:44 GMT 2024","Sat Jun 01 10:23:44 GMT 2024","11","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:22:21 GMT 2024","Sat Jun 01 10:22:21 GMT 2024","146","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:18 GMT 2024","Sat Jun 01 10:22:19 GMT 2024","206","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:23:48 GMT 2024","Sat Jun 01 10:23:48 GMT 2024","43","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","System admin should have rights to create project",""
"failed","Sat Jun 01 10:22:25 GMT 2024","Sat Jun 01 10:22:25 GMT 2024","117","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:19:27 GMT 2024","Sat Jun 01 10:20:24 GMT 2024","56897","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Sat Jun 01 10:23:31 GMT 2024","Sat Jun 01 10:23:31 GMT 2024","128","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","Create build configuration by user",""
"failed","Sat Jun 01 10:22:29 GMT 2024","Sat Jun 01 10:22:29 GMT 2024","18","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:22:21 GMT 2024","Sat Jun 01 10:22:21 GMT 2024","146","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:23:39 GMT 2024","Sat Jun 01 10:23:39 GMT 2024","51","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:23 GMT 2024","Sat Jun 01 10:22:23 GMT 2024","95","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:30 GMT 2024","Sat Jun 01 10:22:30 GMT 2024","11","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:24:02 GMT 2024","Sat Jun 01 10:24:10 GMT 2024","7571","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManually","Create new project with build configuration manually",""
"passed","Sat Jun 01 10:23:47 GMT 2024","Sat Jun 01 10:23:47 GMT 2024","53","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","Project admin should have rights to create build config to his project",""
"passed","Sat Jun 01 10:23:49 GMT 2024","Sat Jun 01 10:23:49 GMT 2024","20","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","Unauthorized user should not have rights to create project",""
"passed","Sat Jun 01 10:23:46 GMT 2024","Sat Jun 01 10:23:46 GMT 2024","7","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:23:38 GMT 2024","Sat Jun 01 10:23:38 GMT 2024","56","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:28 GMT 2024","Sat Jun 01 10:22:28 GMT 2024","46","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:23:36 GMT 2024","Sat Jun 01 10:23:36 GMT 2024","140","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sat Jun 01 10:23:40 GMT 2024","Sat Jun 01 10:23:40 GMT 2024","20","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:24:10 GMT 2024","Sat Jun 01 10:24:18 GMT 2024","7416","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManuallyInvalidData","Create new project with build configuration manually invalid data",""
"passed","Sat Jun 01 10:23:35 GMT 2024","Sat Jun 01 10:23:35 GMT 2024","169","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:21:35 GMT 2024","Sat Jun 01 10:21:55 GMT 2024","20392","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setUpAgentTest","setUpAgentTest",""
"passed","Sat Jun 01 10:22:30 GMT 2024","Sat Jun 01 10:22:30 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sat Jun 01 10:23:41 GMT 2024","Sat Jun 01 10:23:41 GMT 2024","21","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:23:39 GMT 2024","Sat Jun 01 10:23:39 GMT 2024","55","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:20 GMT 2024","Sat Jun 01 10:22:20 GMT 2024","194","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:22:16 GMT 2024","Sat Jun 01 10:22:16 GMT 2024","351","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sat Jun 01 10:23:41 GMT 2024","Sat Jun 01 10:23:41 GMT 2024","34","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:22:27 GMT 2024","Sat Jun 01 10:22:27 GMT 2024","32","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
