"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 02 09:04:15 GMT 2024","Sun Jun 02 09:04:15 GMT 2024","44","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun Jun 02 09:04:22 GMT 2024","Sun Jun 02 09:04:22 GMT 2024","113","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","Project admin should not have rights to create build config to another project",""
"failed","Sun Jun 02 09:03:02 GMT 2024","Sun Jun 02 09:03:02 GMT 2024","35","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun Jun 02 09:03:05 GMT 2024","Sun Jun 02 09:03:05 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:03:05 GMT 2024","Sun Jun 02 09:03:05 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sun Jun 02 09:03:06 GMT 2024","Sun Jun 02 09:03:06 GMT 2024","25","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:04:09 GMT 2024","Sun Jun 02 09:04:09 GMT 2024","99","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun Jun 02 09:04:11 GMT 2024","Sun Jun 02 09:04:11 GMT 2024","93","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:02:53 GMT 2024","Sun Jun 02 09:02:54 GMT 2024","426","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun Jun 02 09:02:56 GMT 2024","Sun Jun 02 09:02:56 GMT 2024","191","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sun Jun 02 09:04:16 GMT 2024","Sun Jun 02 09:04:16 GMT 2024","22","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun Jun 02 09:02:55 GMT 2024","Sun Jun 02 09:02:55 GMT 2024","182","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun Jun 02 09:00:06 GMT 2024","Sun Jun 02 09:01:03 GMT 2024","56748","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Sun Jun 02 09:04:21 GMT 2024","Sun Jun 02 09:04:21 GMT 2024","20","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectWithSameId","Duplicated project id is not allowed test",""
"passed","Sun Jun 02 09:04:19 GMT 2024","Sun Jun 02 09:04:19 GMT 2024","6","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:04:18 GMT 2024","Sun Jun 02 09:04:18 GMT 2024","9","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:04:12 GMT 2024","Sun Jun 02 09:04:12 GMT 2024","69","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:03:04 GMT 2024","Sun Jun 02 09:03:04 GMT 2024","18","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:04:17 GMT 2024","Sun Jun 02 09:04:17 GMT 2024","9","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sun Jun 02 09:03:03 GMT 2024","Sun Jun 02 09:03:03 GMT 2024","39","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun Jun 02 09:04:12 GMT 2024","Sun Jun 02 09:04:12 GMT 2024","60","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:02:58 GMT 2024","Sun Jun 02 09:02:58 GMT 2024","158","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:03:04 GMT 2024","Sun Jun 02 09:03:04 GMT 2024","48","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sun Jun 02 09:04:15 GMT 2024","Sun Jun 02 09:04:15 GMT 2024","40","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun Jun 02 09:04:41 GMT 2024","Sun Jun 02 09:04:48 GMT 2024","7889","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManually","Create new project with build configuration manually",""
"passed","Sun Jun 02 09:03:07 GMT 2024","Sun Jun 02 09:03:07 GMT 2024","6","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:02:12 GMT 2024","Sun Jun 02 09:02:32 GMT 2024","20479","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setUpAgentTest","setUpAgentTest",""
"passed","Sun Jun 02 09:04:21 GMT 2024","Sun Jun 02 09:04:21 GMT 2024","18","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectWithSameName","Duplicated project name is not allowed test",""
"passed","Sun Jun 02 09:03:06 GMT 2024","Sun Jun 02 09:03:06 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:04:20 GMT 2024","Sun Jun 02 09:04:20 GMT 2024","5","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun Jun 02 09:03:00 GMT 2024","Sun Jun 02 09:03:00 GMT 2024","85","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:04:10 GMT 2024","Sun Jun 02 09:04:10 GMT 2024","87","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:04:14 GMT 2024","Sun Jun 02 09:04:14 GMT 2024","68","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun Jun 02 09:04:23 GMT 2024","Sun Jun 02 09:04:23 GMT 2024","40","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","System admin should have rights to create project",""
"passed","Sun Jun 02 09:03:05 GMT 2024","Sun Jun 02 09:03:05 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
