"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 26 11:17:42 GMT 2024","Sun May 26 11:18:35 GMT 2024","52975","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"failed","Sun May 26 11:20:30 GMT 2024","Sun May 26 11:20:30 GMT 2024","164","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sun May 26 11:21:54 GMT 2024","Sun May 26 11:22:05 GMT 2024","11434","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManually","Create new project with build configuration manually",""
"passed","Sun May 26 11:21:31 GMT 2024","Sun May 26 11:21:31 GMT 2024","72","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun May 26 11:20:23 GMT 2024","Sun May 26 11:20:23 GMT 2024","469","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun May 26 11:20:23 GMT 2024","Sun May 26 11:20:24 GMT 2024","233","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun May 26 11:21:48 GMT 2024","Sun May 26 11:21:54 GMT 2024","5803","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","checkCreateNewProjectFromVCSInvalidData","Check create new project from VCS invalid data",""
"passed","Sun May 26 11:20:33 GMT 2024","Sun May 26 11:20:33 GMT 2024","11","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun May 26 11:21:29 GMT 2024","Sun May 26 11:21:29 GMT 2024","84","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun May 26 11:20:29 GMT 2024","Sun May 26 11:20:29 GMT 2024","108","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun May 26 11:20:28 GMT 2024","Sun May 26 11:20:28 GMT 2024","154","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sun May 26 11:20:26 GMT 2024","Sun May 26 11:20:26 GMT 2024","131","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"failed","Sun May 26 11:20:31 GMT 2024","Sun May 26 11:20:31 GMT 2024","28","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun May 26 11:20:35 GMT 2024","Sun May 26 11:20:35 GMT 2024","5","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun May 26 11:21:27 GMT 2024","Sun May 26 11:21:27 GMT 2024","81","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sun May 26 11:21:35 GMT 2024","Sun May 26 11:21:35 GMT 2024","34","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun May 26 11:21:39 GMT 2024","Sun May 26 11:21:39 GMT 2024","17","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","Unauthorized user should not have rights to create project",""
"passed","Sun May 26 11:21:35 GMT 2024","Sun May 26 11:21:35 GMT 2024","8","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sun May 26 11:20:31 GMT 2024","Sun May 26 11:20:31 GMT 2024","31","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sun May 26 11:21:38 GMT 2024","Sun May 26 11:21:38 GMT 2024","52","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","Project admin should have rights to create build config to his project",""
"failed","Sun May 26 11:21:36 GMT 2024","Sun May 26 11:21:36 GMT 2024","15","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sun May 26 11:20:33 GMT 2024","Sun May 26 11:20:33 GMT 2024","14","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
