"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","Project admin should have rights to create build config to his project",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"broken","Sat Jun 01 09:18:12 GMT 2024","Sat Jun 01 09:18:25 GMT 2024","12963","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setUpAgentTest","setUpAgentTest",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"broken","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","3","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","setUpSuite","setUpSuite",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","1","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 09:16:06 GMT 2024","Sat Jun 01 09:17:02 GMT 2024","56500","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","Project admin should not have rights to create build config to another project",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","2","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"broken","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","109","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","Authorized user should be able create new project",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","1","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"broken","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","72","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManuallyInvalidData","Create new project with build configuration manually invalid data",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Sat Jun 01 09:18:40 GMT 2024","Sat Jun 01 09:18:40 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"broken","Sat Jun 01 09:18:43 GMT 2024","Sat Jun 01 09:18:43 GMT 2024","103","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","checkCreateNewProjectFromVCSInvalidData","Check create new project from VCS invalid data",""
