"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"broken","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:48 GMT 2024","102","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManuallyInvalidData","Create new project with build configuration manually invalid data",""
"broken","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","102","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","checkCreateNewProjectFromVCSInvalidData","Check create new project from VCS invalid data",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Thu May 30 21:26:03 GMT 2024","Thu May 30 21:27:08 GMT 2024","65310","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigWithSameId","Duplicated id of build configuration is not allowed test",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","1","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","Create build configuration by user",""
"broken","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","145","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManually","Create new project with build configuration manually",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","1","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","Unauthorized user should not have rights to create project",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"skipped","Thu May 30 21:28:44 GMT 2024","Thu May 30 21:28:44 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"skipped","Thu May 30 21:28:47 GMT 2024","Thu May 30 21:28:47 GMT 2024","0","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
